MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,0,4217,Pave,Paved,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,One_Story,Average,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,252,Typical,PConc,Typical,No,GLQ,3,Unf,0,183,1145,GasA,Excellent,Y,SBrkr,1256,0,1256,1,0,1,1,1,1,5,Typ,1,Attchd,Fin,2,641,Typical,Paved,0,169,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,195000,-93.64691599999999,42.047253
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,34,3230,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,Two_Story,Average,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894,Typical,PConc,Typical,No,GLQ,3,Unf,0,348,729,GasA,Good,Y,SBrkr,742,729,1471,0,0,2,1,3,1,6,Typ,0,Detchd,Unf,2,440,Typical,Paved,0,24,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,172500,-93.644205,42.047101
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2645,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,Two_Story,Average,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,Typical,PConc,Typical,No,GLQ,3,Unf,0,321,970,GasA,Excellent,Y,SBrkr,983,756,1739,1,0,2,1,3,1,7,Typ,0,Attchd,Fin,2,480,Typical,Paved,115,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Abnorml,172500,-93.641799,42.047171
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11717,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,PosA,Norm,OneFam,One_Story,Above_Average,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571,Typical,CBlock,Typical,No,Unf,7,Unf,0,1442,1442,GasA,Typical,Y,SBrkr,1442,0,1442,0,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,615,Typical,Paved,371,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2009,WD ,Normal,185000,-93.634634,42.048009
Two_Story_1946_and_Newer,Residential_Low_Density,0,10382,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,PosN,Norm,OneFam,Two_Story,Above_Average,1973,1973,Gable,CompShg,HdBoard,HdBoard,Stone,240,Typical,CBlock,Typical,Mn,ALQ,1,BLQ,32,216,1107,GasA,Excellent,Y,SBrkr,1107,983,2090,1,0,2,1,3,1,7,Typ,2,Attchd,RFn,2,484,Typical,Paved,235,204,228,0,0,0,No_Pool,No_Fence,Shed,350,11,2009,WD ,Normal,200000,-93.631971,42.048761
Two_Story_1946_and_Newer,Residential_Low_Density,80,10400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,PosA,Norm,OneFam,Two_Story,Good,1967,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,256,Typical,PConc,Typical,No,Unf,7,Unf,0,932,932,GasA,Good,Y,SBrkr,1271,1369,2640,0,0,2,1,5,1,8,Typ,1,Attchd,RFn,2,515,Typical,Paved,0,120,0,0,168,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,256900,-93.633163,42.046476
Split_or_Multilevel,Residential_Low_Density,0,17871,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northwest_Ames,Norm,Norm,OneFam,SLvl,Average,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359,Typical,CBlock,Typical,Av,ALQ,1,Unf,0,1152,1680,GasA,Fair,Y,SBrkr,1724,0,1724,1,0,1,1,3,1,7,Typ,1,Attchd,RFn,2,480,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,197900,-93.631851,42.046476
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9450,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160,Typical,CBlock,Typical,No,BLQ,2,Unf,0,265,1040,GasA,Typical,Y,SBrkr,1362,0,1362,1,0,1,0,3,1,6,Typ,1,Attchd,RFn,3,768,Typical,Paved,0,0,84,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2009,WD ,Normal,140000,-93.622635,42.044774
Two_Story_1946_and_Newer,Residential_Low_Density,0,8970,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0,Good,CBlock,Typical,No,ALQ,1,Unf,0,356,744,GasA,Typical,Y,SBrkr,825,1315,2140,0,0,2,1,4,1,7,Typ,1,Attchd,Fin,2,549,Typical,Paved,0,40,264,0,0,0,No_Pool,Minimum_Privacy,None,0,6,2009,WD ,Normal,177500,-93.627985,42.039902
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,0,7015,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,Corner,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161,Typical,CBlock,Typical,No,LwQ,4,Unf,0,524,709,GasA,Typical,Y,SBrkr,979,224,1203,1,0,1,0,3,1,5,Typ,1,Detchd,Unf,1,352,Typical,Paved,0,0,248,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,110000,-93.62919,42.035443
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,9900,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Feedr,Norm,OneFam,One_Story,Average,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0,Typical,CBlock,Typical,No,Rec,6,Unf,0,507,1680,GasA,Typical,Y,SBrkr,1691,0,1691,1,0,1,0,2,1,5,Typ,0,Attchd,Unf,2,550,Typical,Paved,0,67,260,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2009,WD ,Normal,175000,-93.62568,42.036182
Duplex_All_Styles_and_Ages,Residential_Low_Density,65,8944,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Average,1967,1967,Gable,CompShg,Plywood,Plywood,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,1584,1584,GasA,Typical,Y,SBrkr,1584,0,1584,0,0,2,0,4,2,8,Mod,0,Detchd,Unf,3,792,Typical,Paved,0,152,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,WD ,Normal,124000,-93.619673,42.049306
Two_Story_1946_and_Newer,Residential_Low_Density,85,13600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176,Typical,CBlock,Typical,No,BLQ,2,Unf,0,314,768,GasA,Typical,Y,SBrkr,1186,800,1986,0,0,2,1,3,1,7,Typ,3,Attchd,Unf,2,486,Typical,Paved,0,42,0,0,189,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,205000,-93.615558,42.048724
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,66,9240,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Very_Good,1959,1998,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,280,988,GasA,Typical,Y,SBrkr,988,0,988,1,0,2,0,3,1,6,Typ,0,Attchd,Unf,1,297,Typical,Paved,156,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,149500,-93.616434,42.044083
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Feedr,Norm,OneFam,One_Story,Above_Average,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183,Typical,CBlock,Typical,No,Rec,6,LwQ,620,0,1240,GasA,Good,Y,SBrkr,1632,0,1632,1,0,2,0,3,1,6,Min1,1,Attchd,RFn,1,338,Typical,Paved,289,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2009,WD ,Normal,139000,-93.614751,42.045473
Two_Story_1945_and_Older,Residential_Low_Density,80,8146,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Very_Good,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0,Good,BrkTil,Typical,No,Unf,7,Unf,0,405,405,GasA,Good,Y,SBrkr,717,322,1039,0,0,1,0,2,1,6,Typ,0,Detchd,Unf,1,281,Typical,Dirt_Gravel,0,0,168,0,111,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,114000,-93.612241,42.037328
Two_Story_1945_and_Older,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Artery,Norm,OneFam,Two_Story,Excellent,1910,2008,Gable,CompShg,VinylSd,VinylSd,None,0,Good,PConc,Typical,No,Unf,7,Unf,0,560,560,GasA,Excellent,Y,SBrkr,930,760,1690,0,0,2,0,4,1,5,Typ,0,Detchd,Unf,2,624,Typical,Paved,0,0,112,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,156500,-93.613899,42.034574
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,10454,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143,Typical,CBlock,Typical,No,Rec,6,Unf,0,559,1105,GasA,Good,Y,FuseA,1105,0,1105,0,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,308,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,WD ,Normal,135000,-93.608927,42.038349
One_Story_with_Finished_Attic_All_Ages,Residential_Low_Density,60,12144,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Good,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,No,Rec,6,Unf,0,457,832,GasA,Good,Y,SBrkr,1036,0,1268,0,0,1,0,3,1,6,Typ,1,Attchd,Unf,1,288,Typical,Paved,0,28,0,0,0,0,No_Pool,No_Fence,Othr,0,9,2009,WD ,Normal,133000,-93.609059,42.037129
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,8064,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Artery,Norm,OneFam,One_and_Half_Fin,Average,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,Av,Rec,6,Unf,0,174,795,GasA,Good,N,SBrkr,765,368,1133,0,0,1,0,3,1,5,Typ,0,Detchd,Unf,2,900,Typical,Paved,0,0,0,0,231,0,No_Pool,No_Fence,None,0,12,2009,COD,Abnorml,128500,-93.61061,42.035787
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71,7350,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,1041,1041,GasA,Good,Y,SBrkr,1041,0,1041,0,0,1,0,3,1,6,Typ,0,Attchd,RFn,1,294,Typical,Paved,0,0,0,0,0,0,No_Pool,Good_Wood,None,0,3,2009,WD ,Normal,128000,-93.606891,42.03602
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7560,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0,Typical,CBlock,Typical,No,LwQ,4,Unf,0,525,1029,GasA,Typical,Y,SBrkr,1339,0,1339,0,0,1,0,3,1,6,Min1,0,Attchd,Unf,1,294,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2009,COD,Abnorml,139000,-93.606889,42.035968
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Good,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0,Good,CBlock,Good,No,ALQ,1,BLQ,102,0,732,GasA,Typical,Y,SBrkr,732,0,732,1,0,1,0,2,1,4,Typ,0,Detchd,Unf,1,240,Typical,Paved,0,68,0,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,118900,-93.607814,42.03572
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,0,3950,Pave,Gravel,Regular,Bnk,AllPub,Inside,Gtl,Old_Town,Artery,Norm,OneFam,One_and_Half_Fin,Very_Good,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Rec,6,Unf,0,350,818,GasA,Typical,Y,SBrkr,818,406,1224,0,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,210,Typical,Dirt_Gravel,0,0,116,0,0,0,No_Pool,No_Fence,None,0,12,2009,WD ,Normal,115000,-93.6179738,42.0342224
Duplex_All_Styles_and_Ages,Residential_Medium_Density,57,10307,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,Duplex,Two_Story,Average,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,Mn,LwQ,4,Unf,0,339,972,GasA,Good,N,FuseA,972,972,1944,1,0,2,0,4,2,12,Typ,0,Detchd,Unf,2,324,Typical,Dirt_Gravel,0,28,169,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,103500,-93.6195025,42.0323259
Duplex_All_Styles_and_Ages,Residential_Medium_Density,60,7596,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Artery,Norm,Duplex,Two_Story,Average,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360,Typical,CBlock,Typical,No,Unf,7,Unf,0,960,960,GasA,Good,Y,SBrkr,960,1000,1960,0,0,2,0,4,2,10,Typ,0,Detchd,Unf,2,400,Typical,Dirt_Gravel,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,COD,Normal,124500,-93.620216,42.030327
Two_Story_1946_and_Newer,Residential_Medium_Density,60,3378,Pave,Gravel,Regular,HLS,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Very_Good,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Good,CBlock,Typical,No,Unf,7,Unf,0,651,651,GasA,Good,Y,SBrkr,707,682,1389,0,0,1,1,3,1,6,Typ,2,Detchd,Unf,1,240,Typical,Partial_Pavement,0,0,126,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,135000,-93.61763669999999,42.0303538
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,56,10134,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Average,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,801,801,GasA,Good,N,SBrkr,801,646,1447,0,0,1,0,3,1,6,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Dirt_Gravel,80,0,244,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,103000,-93.615381,42.030282
One_Story_1945_and_Older,Residential_Medium_Density,50,5925,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Below_Average,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Good,BrkTil,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Fair,N,FuseA,612,0,612,0,0,1,0,1,1,4,Typ,0,Detchd,Unf,1,308,Fair,Dirt_Gravel,0,0,25,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,45000,-93.606842,42.032301
Two_Story_1945_and_Older,Residential_Medium_Density,70,8400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Artery,Norm,OneFam,Two_Story,Good,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0,Typical,BrkTil,Good,Mn,Unf,7,Unf,0,917,917,GasA,Good,Y,FuseA,1090,917,2007,0,0,2,0,3,1,8,Typ,0,Detchd,Unf,1,357,Typical,Paved,0,235,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,160000,-93.610588,42.029001
Two_Story_1945_and_Older,Residential_Medium_Density,60,3600,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Good,1917,2007,Gable,CompShg,Stucco,Stucco,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,624,624,GasA,Excellent,Y,SBrkr,664,624,1288,1,0,1,0,3,1,5,Typ,1,Attchd,Unf,1,280,Typical,Dirt_Gravel,0,103,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,119000,-93.6130761,42.0281106
Two_Story_1945_and_Older,Residential_Medium_Density,121,17671,Pave,Gravel,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Artery,Norm,OneFam,Two_Story,Excellent,1882,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Good,BrkTil,Typical,No,BLQ,2,Unf,0,700,916,GasA,Good,Y,SBrkr,916,826,1742,0,0,1,1,4,1,8,Typ,1,Attchd,Unf,2,424,Typical,Partial_Pavement,0,169,0,0,0,0,No_Pool,No_Fence,None,0,11,2009,WD ,Normal,168000,-93.610582,42.028104
One_Story_1945_and_Older,Residential_Medium_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Below_Average,1910,2006,Hip,CompShg,MetalSd,Stucco,None,0,Typical,BrkTil,Typical,No,ALQ,1,Rec,465,310,1022,GasW,Typical,N,SBrkr,1022,0,1022,1,0,1,0,2,1,4,Maj2,0,Detchd,Unf,1,280,Typical,Paved,0,30,226,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,85000,-93.6076506,42.0282044
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,5400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,972,972,GasA,Excellent,Y,SBrkr,1044,0,1480,0,0,1,0,3,1,6,Typ,0,Detchd,Unf,1,207,Typical,Paved,0,0,176,0,0,0,No_Pool,No_Fence,None,0,9,2009,ConLI,Family,119000,-93.608707,42.0272
One_Story_1945_and_Older,Residential_Low_Density,0,8854,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Unf,Above_Average,1916,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,952,952,Grav,Fair,N,FuseF,952,0,952,0,0,1,0,2,1,4,Typ,1,Detchd,Unf,1,192,Poor,Partial_Pavement,0,98,0,0,40,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,121000,-93.626116,42.031542
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Fin,Very_Good,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,884,884,GasA,Excellent,Y,SBrkr,884,464,1348,1,0,1,0,3,1,5,Typ,1,Detchd,Unf,1,216,Typical,Dirt_Gravel,0,0,208,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,117000,-93.622513,42.03329
Two_and_Half_Story_All_Ages,Residential_Low_Density,0,11888,Pave,Paved,Slightly_Irregular,Bnk,AllPub,Inside,Gtl,Brookside,PosN,Norm,OneFam,Two_and_Half_Unf,Above_Average,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,844,844,GasA,Good,N,FuseA,1445,689,2134,0,0,2,0,5,1,10,Typ,0,Detchd,Unf,2,441,Typical,Paved,0,60,268,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,214500,-93.62725999999999,42.030062
Two_Story_1945_and_Older,Residential_Low_Density,60,11414,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Brookside,RRAn,Feedr,OneFam,Two_Story,Very_Good,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,0,Good,BrkTil,Typical,No,Unf,7,Unf,0,728,728,GasA,Typical,N,SBrkr,1136,883,2019,0,0,1,0,3,1,8,Typ,0,Detchd,Unf,2,532,Typical,Paved,509,135,0,0,0,0,No_Pool,Good_Privacy,None,0,10,2009,WD ,Normal,167500,-93.625362,42.026759
Two_Story_1945_and_Older,Residential_Medium_Density,50,2500,Pave,Paved,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Very_Good,1915,2005,Gable,CompShg,Stucco,Stucco,None,0,Typical,PConc,Typical,No,ALQ,1,Unf,0,611,910,GasA,Excellent,Y,SBrkr,916,910,1826,1,0,1,1,4,1,7,Min2,1,Attchd,Unf,1,164,Fair,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,155000,-93.621504,42.027854
Duplex_All_Styles_and_Ages,Residential_Medium_Density,50,3000,Pave,Gravel,Regular,Bnk,AllPub,Inside,Gtl,Old_Town,Norm,Norm,Duplex,Two_Story,Very_Poor,1922,1950,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Fair,No,Unf,7,Unf,0,1040,1040,GasA,Typical,N,SBrkr,1088,1040,2128,0,0,2,0,4,2,11,Sev,0,No_Garage,No_Garage,0,0,No_Garage,Paved,0,56,0,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Abnorml,62500,-93.621633,42.026956
One_Story_1945_and_Older,Residential_Medium_Density,52,6240,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_and_Half_Fin,Average,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,BLQ,2,Unf,0,628,780,GasA,Typical,Y,FuseA,848,0,1208,0,0,1,0,2,1,5,Typ,0,Detchd,Unf,2,539,Typical,Paved,0,23,112,0,0,0,No_Pool,No_Fence,None,0,1,2009,WD ,Normal,103000,-93.626716,42.023085
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,5160,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Fair,BrkTil,Typical,No,Unf,7,Unf,0,1204,1204,GasA,Typical,Y,FuseA,1204,462,1666,0,0,1,0,3,1,4,Typ,0,Detchd,Unf,1,384,Typical,Paved,0,0,148,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,135000,-93.6250433,42.0242487
Split_Foyer,Residential_Medium_Density,86,5160,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,SFoyer,Above_Average,1923,1950,Hip,CompShg,MetalSd,MetalSd,None,0,Good,PConc,Fair,Av,BLQ,2,Rec,63,46,858,GasA,Typical,Y,SBrkr,892,0,892,1,0,1,0,1,1,5,Min2,0,No_Garage,No_Garage,0,0,No_Garage,Dirt_Gravel,0,0,105,0,160,0,No_Pool,No_Fence,None,0,7,2009,COD,Abnorml,70000,-93.625154,42.024143
Duplex_All_Styles_and_Ages,Residential_Low_Density,60,10800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,One_Story,Average,1987,1988,Gable,CompShg,Plywood,Plywood,None,0,Typical,CBlock,Good,Gd,GLQ,3,Unf,0,0,1200,GasA,Typical,Y,SBrkr,1200,0,1200,3,0,3,0,3,1,5,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Paved,120,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Alloca,179000,-93.658207,42.028101
One_Story_1945_and_Older,Residential_Low_Density,0,10020,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,OneFam,One_Story,Very_Poor,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Fair,BrkTil,Poor,Gd,BLQ,2,Unf,0,333,683,GasA,Good,N,FuseA,904,0,904,1,0,0,1,1,1,4,Maj1,0,No_Garage,No_Garage,0,0,No_Garage,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,61000,-93.6601886,42.0269586
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,9780,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Fair,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,585,585,GasA,Typical,N,FuseA,687,425,1112,1,0,2,0,4,1,6,Typ,0,Detchd,Unf,1,226,Poor,Dirt_Gravel,0,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,63000,-93.658381,42.022978
